czone,lat,lon
38100,32.907377999999994,-114.6331525
38200,34.962433,-120.2436305
38300,34.090822,-116.89913833333333
38401,46.283918666666665,-116.51166533333333
38402,46.862432,-117.133182
38501,47.112435500000004,-118.9903245
38502,47.801368499999995,-120.1568315
38601,47.75797728571428,-116.98288114285715
38602,48.47014566666667,-118.71009299999999
38700,46.4372502,-123.4834218
38801,45.666698833333335,-122.53839483333333
38802,45.48649325,-121.0697155
38901,44.66003516666667,-123.02512533333334
38902,45.048475499999995,-123.8352555
39000,46.790499499999996,-120.708427
39100,46.054963166666674,-118.85812416666666
39201,45.003754,-117.845541
39202,45.593753,-117.18558
39203,44.241107666666664,-120.92526400000001
39204,45.059685,-120.1515535
39205,44.496326,-119.014057
39301,48.50719,-123.103769
39302,48.842653,-121.836432
39303,47.9583055,-123.7084585
39400,47.528338222222224,-122.363223
