occ_group,occ_group_code,met2013,dominant_statefip,total_emp,emp_projected,emp_proj_lo,emp_proj_hi,emp_growth_pct,log_wage
Architecture and Engineering,1300,37980,42,62560.2,69133.7383201141,51927.948926592064,92040.4882709794,0.10507540449221883,11.467152038103563
Architecture and Engineering,1300,38060,4,56084.2,64186.13861663546,48211.692422107444,85453.55252089805,0.14446026896408365,11.495683004571502
Architecture and Engineering,1300,38300,42,27875.800000000003,29672.54892724382,22287.737400820162,39504.24145823248,0.06445551077435689,11.421806339143169
Architecture and Engineering,1300,38340,25,1179.0,1276.2293452802433,958.6053621672743,1699.0947537285144,0.08246763806636408,11.337032284632592
Architecture and Engineering,1300,38860,23,7328.000000000001,7991.8000037751235,6002.825718840541,10639.800369329474,0.09058406165053527,11.399323590714676
Architecture and Engineering,1300,38900,41,48588.0,51042.16817662729,38338.95239261596,67954.46326991662,0.05050975913038793,11.59539879081704
Architecture and Engineering,1300,38940,12,2790.6,3366.1809233045606,2528.4163031029243,4481.530195211012,0.20625704984754556,11.36973445429059
Architecture and Engineering,1300,39140,4,1272.4,1524.98690292869,1145.452913920657,2030.2755581144088,0.198512184005572,11.397727925404965
Architecture and Engineering,1300,39300,44,17597.2,19616.895162989385,14734.703415071195,26116.750707184627,0.11477366643496605,11.371345413205528
Architecture and Engineering,1300,39340,49,6196.599999999999,7774.848971531468,5839.8687835486135,10350.964853938442,0.2546959577076895,11.344607045418174
Architecture and Engineering,1300,39380,8,826.8,986.1759840337602,740.7395777502386,1312.935207861778,0.192762438357233,11.342882355011218
Architecture and Engineering,1300,39460,12,747.9999999999999,974.3963921241524,731.8916539734877,1297.2525698714392,0.3026689734280114,11.285441803172914
Architecture and Engineering,1300,39540,55,1427.9999999999998,1589.3685149404675,1193.811430928359,2115.989352120435,0.11300316172301667,11.427278565366729
Architecture and Engineering,1300,39580,37,24014.8,25981.78319375861,19515.517943787338,34590.57862937104,0.08190712368033919,11.500684401145929
Architecture and Engineering,1300,39740,42,4025.4,4475.382349566855,3361.5631343295145,5958.254054570797,0.1117857478925957,11.382063447567887
Architecture and Engineering,1300,39820,6,1303.2000000000005,1501.424562650895,1127.7546954781526,1998.9060798152113,0.15210601799485457,11.547737336996184
Architecture and Engineering,1300,39900,32,6251.0,7133.650288795713,5358.249631193112,9497.3116120952,0.14120145397467815,11.452063558089131
Architecture and Engineering,1300,40060,51,10656.8,12408.811704890575,9320.545309840147,16520.34326412927,0.16440317026598752,11.50341499128162
Architecture and Engineering,1300,40140,6,28362.4,33682.086452875694,25299.393719565614,44842.29781924083,0.1875612237637045,11.421243732520216
Architecture and Engineering,1300,40220,51,2686.0,2825.2812911535757,2122.134086123826,3761.4090581440582,0.05185453877646154,11.268384090660811
Architecture and Engineering,1300,40380,36,12468.4,13101.66336552187,9840.962207887429,17442.764164451244,0.05078946500929314,11.313866880484422
Architecture and Engineering,1300,40420,17,3482.2,3632.3411648222336,2728.3354129856016,4835.879882973824,0.04311675516117219,11.287945827747182
Architecture and Engineering,1300,40580,37,744.0000000000001,839.0135266440682,630.2024542424771,1117.0119905957501,0.1277063530162205,11.22775111205711
Architecture and Engineering,1300,40900,6,26387.800000000003,29876.428784340693,22440.876274310052,39775.67479963409,0.13220612496459308,11.57970107377616
Architecture and Engineering,1300,40980,26,1794.6,1885.2406525619738,1416.04783278573,2509.895665798524,0.05050744041121914,11.420553060694546
Architecture and Engineering,1300,41100,49,961.8,1227.273217650827,921.8332830499439,1633.917518989613,0.276017069713898,11.51917178265133
Architecture and Engineering,1300,41140,29,577.8,609.4515417649974,457.7731409151631,811.3870137011119,0.05477940769296891,11.046605936264417
Architecture and Engineering,1300,41180,29,29476.8,32105.821145167425,24115.424410479092,42743.7532866958,0.08918950310642355,11.382526596766432
Architecture and Engineering,1300,41500,6,2532.2,2970.4440491514683,2231.169189193967,3954.669996284312,0.17306849741389643,11.452096515557642
Architecture and Engineering,1300,41540,10,2304.4,2757.6624678467447,2071.344024882023,3671.3854363249693,0.1966943533443606,11.305585626045495
Architecture and Engineering,1300,41620,49,15232.0,17439.70959319806,13099.369006445067,23218.177192003805,0.14493891762067085,11.355570099703169
Architecture and Engineering,1300,41660,48,513.5999999999999,614.1446206440122,461.29822094496734,817.6350957810746,0.1957644482944165,11.135005616443614
Architecture and Engineering,1300,41700,48,19907.4,23392.296757290816,17570.49482357976,31143.092614945126,0.17505534410775966,11.325241882796911
Architecture and Engineering,1300,41740,6,54529.4,56248.452966455254,42249.5132451429,74885.79673715547,0.03152524998359146,11.641017994552934
Architecture and Engineering,1300,41860,6,77258.2,77736.59936457916,58389.75671819496,103493.81844377547,0.006192214736806752,11.83903298770911
Architecture and Engineering,1300,41940,6,72320.4,68111.53182644812,51160.14600018682,90679.58421636082,-0.058197523431174014,12.045873549241746
Architecture and Engineering,1300,42020,6,3474.4,3722.0790639236775,2795.7396233545305,4955.3515078332275,0.07128685929187123,11.849445624593434
Architecture and Engineering,1300,42100,6,3210.3999999999996,3433.064388645552,2578.6540199782753,4570.574805799485,0.06935721051755303,11.951184642310766
Architecture and Engineering,1300,42140,35,1310.2000000000005,1374.8947088501104,1032.7151974629746,1830.451866175624,0.04937773534583262,11.503509254954151
Architecture and Engineering,1300,42200,6,4725.6,5022.029885042368,3772.162734362441,6686.0276033455375,0.06272851808074476,11.575080637529634
Architecture and Engineering,1300,42220,6,4518.2,4909.983175142743,3688.00186051935,6536.855373709031,0.08671222503269951,11.559171164029053
