met2013,soc_code,soc_title,occ_group,occ_group_code,demand_scenario,shortage_2pct,shortage_5pct,shortage_10pct,shortage_15pct,shortage_20pct
39300,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,mid,5108.66,0.00,0.00,0.00,0.00
39300,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,mid,2307.03,0.00,0.00,0.00,0.00
39300,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,mid,7074.61,6502.57,5618.54,4811.42,4071.60
39300,31-9,Medical Assistants,Healthcare Support,3600,mid,1984.15,1823.72,1575.78,1349.42,1141.92
39300,33-1,First-Line Supervisors of Police and Detectives,Protective Service,3700,mid,367.68,293.11,177.25,70.76,0.00
39300,33-2,Firefighters,Protective Service,3700,mid,372.80,297.20,179.72,71.74,0.00
39300,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,mid,669.84,534.00,322.91,128.90,0.00
39300,33-9,Security Guards,Protective Service,3700,mid,791.57,631.04,381.59,152.33,0.00
39300,39-1,First-Line Supervisors of Personal Service Workers,Personal Care and Service,4300,mid,67.25,0.00,0.00,0.00,0.00
39300,39-2,Animal Caretakers,Personal Care and Service,4300,mid,96.50,0.00,0.00,0.00,0.00
39300,39-3,Amusement and Recreation Attendants,Personal Care and Service,4300,mid,84.57,0.00,0.00,0.00,0.00
39300,39-5,"Hairdressers, Hairstylists, and Cosmetologists",Personal Care and Service,4300,mid,170.95,0.00,0.00,0.00,0.00
39300,39-9,Childcare Workers,Personal Care and Service,4300,mid,435.00,0.00,0.00,0.00,0.00
39300,47-1,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction,6200,mid,878.65,715.43,463.13,232.71,21.44
39300,47-2,Construction Laborers,Construction and Extraction,6200,mid,5383.35,4383.35,2837.55,1425.78,131.34
39300,47-4,Construction and Building Inspectors,Construction and Extraction,6200,mid,359.58,292.78,189.53,95.23,8.77
39300,49-1,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",7000,mid,218.45,115.16,0.00,0.00,0.00
39300,49-2,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair",7000,mid,100.73,53.10,0.00,0.00,0.00
39300,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,mid,623.89,328.90,0.00,0.00,0.00
39300,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,mid,1154.40,608.57,0.00,0.00,0.00
39300,51-1,First-Line Supervisors of Production and Operating Workers,Production,7700,mid,990.30,885.85,723.59,574.52,437.06
39300,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,mid,1689.10,1510.94,1234.19,979.92,745.46
39300,51-3,Bakers,Production,7700,mid,1049.12,938.46,766.56,608.64,463.01
39300,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,mid,2298.69,2056.23,1679.59,1333.57,1014.50
39300,51-6,Laundry and Dry-Cleaning Workers,Production,7700,mid,810.40,724.92,592.14,470.15,357.66
39300,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,mid,2814.05,2517.24,2056.16,1632.56,1241.95
39300,53-1,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",Transportation and Material Moving,9000,mid,167.29,109.98,21.05,0.00,0.00
39300,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,mid,1268.19,833.77,159.55,0.00,0.00
39300,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,mid,2064.41,1357.26,259.73,0.00,0.00
39340,15-1,Software Developers,Computer and Mathematical,1000,mid,6985.59,6184.53,4955.99,3844.65,2834.92
39340,15-2,Data Scientists,Computer and Mathematical,1000,mid,605.43,536.01,429.53,333.21,245.70
39340,19-3,Clinical and Counseling Psychologists,"Life, Physical, and Social Science",1600,mid,30.44,7.12,0.00,0.00,0.00
39340,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,mid,684.84,578.95,415.84,267.49,131.99
39340,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,2856.00,2414.44,1734.20,1115.50,550.45
39340,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,mid,804.46,680.08,488.48,314.21,155.05
39340,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,mid,1487.16,1257.24,903.03,580.86,286.63
39340,27-1,Graphic Designers,"Arts, Design, Entertainment, Sports, Media",2600,mid,574.66,501.45,387.19,281.60,183.70
39340,27-2,Producers and Directors,"Arts, Design, Entertainment, Sports, Media",2600,mid,609.22,531.61,410.48,298.54,194.74
39340,27-3,Public Relations Specialists,"Arts, Design, Entertainment, Sports, Media",2600,mid,370.67,323.45,249.75,181.64,118.49
39340,27-4,Audio and Video Technicians,"Arts, Design, Entertainment, Sports, Media",2600,mid,207.45,181.03,139.78,101.66,66.32
39380,21-1,Social and Human Service Assistants,Community and Social Service,2000,mid,838.01,746.66,610.00,490.03,384.12
39380,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,275.10,207.96,104.54,10.46,0.00
39380,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,mid,969.89,398.50,0.00,0.00,0.00
39380,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,mid,445.27,182.95,0.00,0.00,0.00
39380,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,mid,395.94,336.31,244.13,159.96,82.79
39380,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,mid,9.50,0.00,0.00,0.00,0.00
39380,47-2,Construction Laborers,Construction and Extraction,6200,mid,155.53,57.37,0.00,0.00,0.00
39380,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,mid,189.06,127.73,34.55,0.00,0.00
39460,11-1,General and Operations Managers,Management,10,mid,11.52,0.00,0.00,0.00,0.00
39460,11-9,"Managers, All Other",Management,10,mid,6.88,0.00,0.00,0.00,0.00
39460,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,mid,114.35,0.00,0.00,0.00,0.00
39460,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,mid,67.43,0.00,0.00,0.00,0.00
39460,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,mid,69.43,33.30,0.00,0.00,0.00
39460,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,mid,211.59,181.84,135.62,93.13,53.94
39460,35-2,"Cooks, Restaurant",Food Preparation and Serving,4000,mid,27.44,0.00,0.00,0.00,0.00
39460,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,mid,53.07,0.00,0.00,0.00,0.00
39460,47-2,Construction Laborers,Construction and Extraction,6200,mid,831.97,728.56,568.70,422.68,288.77
39540,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,mid,363.79,312.88,232.71,157.83,87.69
39540,13-2,Accountants and Auditors,Business and Financial Operations,500,mid,133.04,114.43,85.11,57.72,32.07
39540,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,658.78,551.60,386.48,236.31,99.15
39540,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,mid,261.97,219.35,153.69,93.97,39.43
39540,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,mid,850.31,177.74,0.00,0.00,0.00
39540,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,mid,391.21,81.78,0.00,0.00,0.00
39540,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,mid,196.47,140.71,54.52,0.00,0.00
39540,47-2,Construction Laborers,Construction and Extraction,6200,mid,1019.87,881.34,667.21,471.64,292.32
39540,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,mid,393.72,313.63,191.93,83.10,0.00
39540,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,mid,1501.55,1431.03,1321.49,1220.86,1128.07
39540,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,mid,1545.15,1472.58,1359.86,1256.31,1160.83
39540,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,mid,610.40,536.00,420.54,314.57,216.96
39540,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,mid,1002.69,880.48,690.80,516.74,356.40
39580,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,mid,3714.46,3084.68,2092.84,1166.37,298.38
39580,13-2,Accountants and Auditors,Business and Financial Operations,500,mid,1226.19,1018.30,690.88,385.04,98.50
39580,15-1,Software Developers,Computer and Mathematical,1000,mid,25857.86,23758.51,20539.36,17627.80,14982.86
39580,15-2,Data Scientists,Computer and Mathematical,1000,mid,2095.48,1925.35,1664.48,1428.53,1214.19
39580,17-1,"Architects, Except Landscape and Naval",Architecture and Engineering,1300,mid,244.98,0.00,0.00,0.00,0.00
39580,17-2,Mechanical Engineers,Architecture and Engineering,1300,mid,1691.31,0.00,0.00,0.00,0.00
39580,17-3,Architectural and Civil Drafters,Architecture and Engineering,1300,mid,615.46,0.00,0.00,0.00,0.00
39580,19-1,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science",1600,mid,1382.11,1312.75,1203.51,1101.46,1005.86
39580,19-2,Chemists,"Life, Physical, and Social Science",1600,mid,1164.59,1106.15,1014.10,928.11,847.56
39580,19-3,Clinical and Counseling Psychologists,"Life, Physical, and Social Science",1600,mid,649.66,617.06,565.71,517.75,472.81
39580,19-4,Biological Technicians,"Life, Physical, and Social Science",1600,mid,822.83,781.54,716.50,655.75,598.83
39580,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,mid,623.37,334.71,0.00,0.00,0.00
39580,31-9,Medical Assistants,Healthcare Support,3600,mid,355.96,191.13,0.00,0.00,0.00
39580,47-1,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction,6200,mid,1001.79,839.88,589.60,361.02,151.44
39580,47-2,Construction Laborers,Construction and Extraction,6200,mid,4038.10,3385.47,2376.63,1455.25,610.42
39580,47-3,Helpers--Electricians,Construction and Extraction,6200,mid,358.41,300.49,210.94,129.16,54.18
39580,47-4,Construction and Building Inspectors,Construction and Extraction,6200,mid,388.24,325.50,228.50,139.91,58.69
39740,17-2,Mechanical Engineers,Architecture and Engineering,1300,mid,36.83,0.00,0.00,0.00,0.00
39740,17-3,Architectural and Civil Drafters,Architecture and Engineering,1300,mid,15.82,0.00,0.00,0.00,0.00
39740,21-1,Social and Human Service Assistants,Community and Social Service,2000,mid,1302.02,1095.23,785.85,514.25,274.45
39740,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,mid,65.30,28.63,0.00,0.00,0.00
39740,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,341.49,149.72,0.00,0.00,0.00
39740,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,mid,123.31,54.06,0.00,0.00,0.00
39740,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,mid,598.11,0.00,0.00,0.00,0.00
39740,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,mid,304.53,0.00,0.00,0.00,0.00
39740,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,mid,443.93,316.84,120.41,0.00,0.00
39740,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,mid,276.20,181.93,38.71,0.00,0.00
39740,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,mid,477.34,314.43,66.90,0.00,0.00
39740,51-1,First-Line Supervisors of Production and Operating Workers,Production,7700,mid,766.68,721.01,650.07,584.89,524.80
39740,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,mid,1608.81,1512.97,1364.10,1227.34,1101.24
39740,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,mid,1859.46,1748.69,1576.63,1418.56,1272.81
39740,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,mid,2013.66,1893.70,1707.37,1536.19,1378.36
39740,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,mid,1320.21,1187.16,980.67,791.17,616.63
39740,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,mid,2858.95,2570.82,2123.66,1713.31,1335.32
39820,11-1,General and Operations Managers,Management,10,mid,80.49,0.00,0.00,0.00,0.00
39820,11-3,Financial Managers,Management,10,mid,52.36,0.00,0.00,0.00,0.00
39820,11-9,"Managers, All Other",Management,10,mid,88.13,0.00,0.00,0.00,0.00
39820,21-1,Social and Human Service Assistants,Community and Social Service,2000,mid,845.84,754.30,617.35,497.13,391.00
39820,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,267.56,205.82,110.69,24.16,0.00
39820,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,mid,890.08,282.40,0.00,0.00,0.00
39820,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,mid,407.69,129.35,0.00,0.00,0.00
39820,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,mid,307.62,252.55,167.43,89.69,18.43
39820,37-2,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Grounds Cleaning and Maintenance,4200,mid,98.86,0.00,0.00,0.00,0.00
39820,39-9,Childcare Workers,Personal Care and Service,4300,mid,582.66,350.79,37.35,0.00,0.00
39900,17-2,Mechanical Engineers,Architecture and Engineering,1300,mid,488.53,0.00,0.00,0.00,0.00
39900,17-3,Architectural and Civil Drafters,Architecture and Engineering,1300,mid,331.11,0.00,0.00,0.00,0.00
39900,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,mid,17.81,0.00,0.00,0.00,0.00
39900,33-9,Security Guards,Protective Service,3700,mid,41.30,0.00,0.00,0.00,0.00
39900,47-1,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction,6200,mid,185.93,139.84,68.60,3.53,0.00
39900,47-2,Construction Laborers,Construction and Extraction,6200,mid,1494.77,1124.24,551.48,28.40,0.00
39900,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,mid,1036.07,882.42,643.73,424.44,222.24
39900,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,mid,219.53,186.97,136.40,89.93,47.09
39900,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,mid,592.57,504.69,368.17,242.76,127.11
39900,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,mid,1364.71,1199.28,942.53,706.93,489.92
39900,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,mid,3061.88,2690.70,2114.67,1586.08,1099.19
40060,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,mid,7517.74,7029.47,6260.51,5542.25,4869.35
40060,13-2,Accountants and Auditors,Business and Financial Operations,500,mid,3071.08,2871.61,2557.48,2264.07,1989.18
40060,15-1,Software Developers,Computer and Mathematical,1000,mid,6271.27,5246.14,3673.99,2251.83,959.70
40060,15-2,Data Scientists,Computer and Mathematical,1000,mid,803.15,671.87,470.52,288.39,122.91
40060,19-2,Chemists,"Life, Physical, and Social Science",1600,mid,206.09,180.04,139.02,100.69,64.78
40060,19-3,Clinical and Counseling Psychologists,"Life, Physical, and Social Science",1600,mid,209.08,182.66,141.03,102.15,65.72
40060,19-4,Biological Technicians,"Life, Physical, and Social Science",1600,mid,189.86,165.86,128.06,92.76,59.68
40060,19-5,Occupational Health and Safety Specialists,"Life, Physical, and Social Science",1600,mid,158.46,138.43,106.88,77.42,49.81
40060,21-1,Social and Human Service Assistants,Community and Social Service,2000,mid,4350.79,3581.06,2429.53,1418.68,526.26
40060,23-1,Lawyers,Legal,2100,mid,624.84,538.14,401.59,274.05,154.55
40060,23-2,Paralegals and Legal Assistants,Legal,2100,mid,358.34,308.62,230.31,157.16,88.63
40060,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,mid,471.14,251.36,0.00,0.00,0.00
40060,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,1261.66,673.12,0.00,0.00,0.00
40060,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,mid,477.41,254.71,0.00,0.00,0.00
40060,25-4,Librarians and Media Collections Specialists,"Education, Training, and Library",2200,mid,94.58,50.46,0.00,0.00,0.00
40060,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,mid,400.76,213.81,0.00,0.00,0.00
40060,27-1,Graphic Designers,"Arts, Design, Entertainment, Sports, Media",2600,mid,162.41,67.22,0.00,0.00,0.00
40060,27-2,Producers and Directors,"Arts, Design, Entertainment, Sports, Media",2600,mid,108.63,44.96,0.00,0.00,0.00
40060,27-3,Public Relations Specialists,"Arts, Design, Entertainment, Sports, Media",2600,mid,163.31,67.59,0.00,0.00,0.00
40060,27-4,Audio and Video Technicians,"Arts, Design, Entertainment, Sports, Media",2600,mid,59.00,24.42,0.00,0.00,0.00
40060,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,mid,2213.38,1887.32,1383.38,923.21,501.36
40060,31-9,Medical Assistants,Healthcare Support,3600,mid,953.27,812.84,595.80,397.61,215.93
40060,33-1,First-Line Supervisors of Police and Detectives,Protective Service,3700,mid,611.31,561.50,484.11,412.98,347.38
40060,33-2,Firefighters,Protective Service,3700,mid,623.01,572.25,493.37,420.89,354.03
40060,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,mid,1773.24,1628.75,1404.26,1197.95,1007.64
40060,33-9,Security Guards,Protective Service,3700,mid,2105.56,1934.00,1667.43,1422.45,1196.48
40060,47-1,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction,6200,mid,736.96,605.88,403.24,218.16,48.45
40060,47-2,Construction Laborers,Construction and Extraction,6200,mid,3375.30,2774.93,1846.83,999.16,221.88
40060,47-3,Helpers--Electricians,Construction and Extraction,6200,mid,205.33,168.81,112.35,60.78,13.50
40060,47-4,Construction and Building Inspectors,Construction and Extraction,6200,mid,361.41,297.12,197.75,106.98,23.76
40060,49-1,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",7000,mid,358.92,269.45,133.51,11.91,0.00
40060,49-2,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair",7000,mid,222.94,167.36,82.93,7.40,0.00
40060,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,mid,864.08,648.68,321.41,28.68,0.00
40060,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,mid,1735.28,1302.71,645.47,57.60,0.00
40060,53-1,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",Transportation and Material Moving,9000,mid,268.07,221.87,150.17,84.36,23.74
40060,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,mid,2306.53,1909.01,1292.04,725.82,204.22
40060,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,mid,3305.55,2735.85,1851.66,1040.19,292.68
40140,21-1,Social and Human Service Assistants,Community and Social Service,2000,mid,12113.60,10013.16,6870.48,4111.31,1674.99
40140,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,mid,559.98,219.48,0.00,0.00,0.00
40140,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,2326.74,911.94,0.00,0.00,0.00
40140,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,mid,1243.77,487.49,0.00,0.00,0.00
40140,25-4,Librarians and Media Collections Specialists,"Education, Training, and Library",2200,mid,104.77,41.06,0.00,0.00,0.00
40140,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,mid,1319.00,516.97,0.00,0.00,0.00
40140,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,mid,1516.67,0.00,0.00,0.00,0.00
40140,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,mid,773.58,0.00,0.00,0.00,0.00
40140,33-1,First-Line Supervisors of Police and Detectives,Protective Service,3700,mid,222.22,112.27,0.00,0.00,0.00
40140,33-2,Firefighters,Protective Service,3700,mid,178.89,90.38,0.00,0.00,0.00
40140,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,mid,732.17,369.89,0.00,0.00,0.00
40140,33-9,Security Guards,Protective Service,3700,mid,1683.02,850.26,0.00,0.00,0.00
40140,39-1,First-Line Supervisors of Personal Service Workers,Personal Care and Service,4300,mid,640.01,0.00,0.00,0.00,0.00
40140,39-2,Animal Caretakers,Personal Care and Service,4300,mid,587.94,0.00,0.00,0.00,0.00
40140,39-3,Amusement and Recreation Attendants,Personal Care and Service,4300,mid,1944.70,0.00,0.00,0.00,0.00
40140,39-4,Funeral Attendants,Personal Care and Service,4300,mid,95.45,0.00,0.00,0.00,0.00
40140,39-5,"Hairdressers, Hairstylists, and Cosmetologists",Personal Care and Service,4300,mid,1606.14,0.00,0.00,0.00,0.00
40140,39-6,Concierges,Personal Care and Service,4300,mid,137.75,0.00,0.00,0.00,0.00
40140,39-9,Childcare Workers,Personal Care and Service,4300,mid,2478.03,0.00,0.00,0.00,0.00
40140,45-2,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farming, Fishing, and Forestry",6000,mid,7069.03,6548.70,5757.77,5049.93,4413.39
40140,53-1,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",Transportation and Material Moving,9000,mid,2858.31,2622.93,2257.66,1922.48,1613.75
40140,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,mid,18856.95,17304.10,14894.29,12683.01,10646.29
40140,53-6,Parking Attendants,Transportation and Material Moving,9000,mid,732.42,672.10,578.50,492.62,413.51
40140,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,mid,47611.54,43690.78,37606.30,32023.08,26880.61
40220,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,mid,958.35,870.53,732.23,603.06,482.05
40220,13-2,Accountants and Auditors,Business and Financial Operations,500,mid,349.59,317.55,267.11,219.98,175.84
40220,15-1,Software Developers,Computer and Mathematical,1000,mid,86.48,0.00,0.00,0.00,0.00
40220,21-1,Social and Human Service Assistants,Community and Social Service,2000,mid,1106.60,948.42,711.77,504.02,320.61
40220,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,847.58,704.37,483.76,283.11,99.85
40220,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,mid,298.70,248.23,170.48,99.77,35.19
40220,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,mid,2503.59,1192.94,0.00,0.00,0.00
40220,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,mid,1139.65,543.03,0.00,0.00,0.00
40220,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,mid,636.50,542.48,397.15,264.44,142.77
40220,33-9,Security Guards,Protective Service,3700,mid,412.16,366.28,295.00,229.49,169.05
40220,39-9,Childcare Workers,Personal Care and Service,4300,mid,168.22,0.00,0.00,0.00,0.00
40220,47-2,Construction Laborers,Construction and Extraction,6200,mid,199.30,56.40,0.00,0.00,0.00
40220,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,mid,800.14,722.78,602.61,492.19,390.37
40220,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,mid,415.74,375.54,313.10,255.73,202.83
40220,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,mid,594.12,536.68,447.45,365.46,289.86
40220,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,mid,474.78,374.29,218.31,75.16,0.00
40220,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,mid,660.63,520.80,303.77,104.57,0.00
40380,11-1,General and Operations Managers,Management,10,mid,1483.93,0.00,0.00,0.00,0.00
40380,11-2,Marketing Managers,Management,10,mid,391.19,0.00,0.00,0.00,0.00
40380,11-3,Financial Managers,Management,10,mid,1067.08,0.00,0.00,0.00,0.00
40380,11-9,"Managers, All Other",Management,10,mid,1046.69,0.00,0.00,0.00,0.00
40380,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,mid,1026.12,766.94,358.76,0.00,0.00
40380,13-2,Accountants and Auditors,Business and Financial Operations,500,mid,458.60,342.76,160.34,0.00,0.00
40380,15-1,Software Developers,Computer and Mathematical,1000,mid,2893.33,2280.70,1341.14,491.18,0.00
40380,15-2,Data Scientists,Computer and Mathematical,1000,mid,353.48,278.64,163.85,60.01,0.00
40380,17-2,Mechanical Engineers,Architecture and Engineering,1300,mid,1410.10,75.45,0.00,0.00,0.00
40380,17-3,Architectural and Civil Drafters,Architecture and Engineering,1300,mid,587.87,31.46,0.00,0.00,0.00
40380,19-1,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science",1600,mid,584.53,560.21,521.92,486.15,452.63
40380,19-3,Clinical and Counseling Psychologists,"Life, Physical, and Social Science",1600,mid,767.41,735.49,685.21,638.25,594.25
40380,19-4,Biological Technicians,"Life, Physical, and Social Science",1600,mid,539.14,516.71,481.39,448.40,417.49
40380,21-1,Social and Human Service Assistants,Community and Social Service,2000,mid,5028.67,4397.85,3454.20,2625.89,1894.67
40380,23-1,Lawyers,Legal,2100,mid,164.01,111.58,29.00,0.00,0.00
40380,23-2,Paralegals and Legal Assistants,Legal,2100,mid,96.55,65.69,17.07,0.00,0.00
40380,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,mid,2502.30,2290.44,1964.11,1667.34,1396.34
40380,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,7689.82,7038.76,6035.90,5123.90,4291.08
40380,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,mid,1979.26,1811.69,1553.56,1318.83,1104.47
40380,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,mid,3835.66,3510.91,3010.69,2555.79,2140.38
40380,27-1,Graphic Designers,"Arts, Design, Entertainment, Sports, Media",2600,mid,287.18,227.90,135.38,49.89,0.00
40380,27-2,Producers and Directors,"Arts, Design, Entertainment, Sports, Media",2600,mid,317.35,251.85,149.61,55.13,0.00
40380,27-3,Public Relations Specialists,"Arts, Design, Entertainment, Sports, Media",2600,mid,307.33,243.89,144.88,53.39,0.00
40380,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,mid,7789.20,3272.85,0.00,0.00,0.00
40380,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,mid,3492.10,1467.30,0.00,0.00,0.00
40380,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,mid,4538.82,4180.32,3626.27,3120.41,2656.70
40380,31-9,Medical Assistants,Healthcare Support,3600,mid,966.19,889.87,771.93,664.25,565.54
40380,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,mid,963.06,865.10,712.87,572.96,443.90
40380,33-9,Security Guards,Protective Service,3700,mid,1429.54,1284.12,1058.16,850.48,658.91
40380,35-1,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving,4000,mid,566.55,479.09,344.25,221.49,109.28
40380,35-2,"Cooks, Restaurant",Food Preparation and Serving,4000,mid,1069.93,904.76,650.11,418.29,206.38
40380,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,mid,2557.56,2162.73,1554.02,999.87,493.34
40380,35-9,Dining Room and Cafeteria Attendants and Bartender Helpers,Food Preparation and Serving,4000,mid,590.36,499.22,358.71,230.80,113.88
