met2013,soc_code,soc_title,occ_group,occ_group_code,demand_scenario,shortage_2pct,shortage_5pct,shortage_10pct,shortage_15pct,shortage_20pct
40380,37-2,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Grounds Cleaning and Maintenance,4200,mid,1279.07,0.00,0.00,0.00,0.00
40380,37-3,Landscaping and Groundskeeping Workers,Building and Grounds Cleaning and Maintenance,4200,mid,423.19,0.00,0.00,0.00,0.00
40380,39-2,Animal Caretakers,Personal Care and Service,4300,mid,408.99,208.01,0.00,0.00,0.00
40380,39-3,Amusement and Recreation Attendants,Personal Care and Service,4300,mid,600.00,305.16,0.00,0.00,0.00
40380,39-5,"Hairdressers, Hairstylists, and Cosmetologists",Personal Care and Service,4300,mid,813.28,413.63,0.00,0.00,0.00
40380,39-9,Childcare Workers,Personal Care and Service,4300,mid,2432.54,1237.18,0.00,0.00,0.00
40380,43-1,First-Line Supervisors of Office and Administrative Support Workers,Office and Administrative Support,5000,mid,482.97,0.00,0.00,0.00,0.00
40380,43-3,"Bookkeeping, Accounting, and Auditing Clerks",Office and Administrative Support,5000,mid,978.22,0.00,0.00,0.00,0.00
40380,43-4,Customer Service Representatives,Office and Administrative Support,5000,mid,1928.69,0.00,0.00,0.00,0.00
40380,43-5,"Shipping, Receiving, and Inventory Clerks",Office and Administrative Support,5000,mid,1061.33,0.00,0.00,0.00,0.00
40380,43-6,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Office and Administrative Support,5000,mid,1544.40,0.00,0.00,0.00,0.00
40380,43-9,"Office Clerks, General",Office and Administrative Support,5000,mid,845.79,0.00,0.00,0.00,0.00
40380,45-2,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farming, Fishing, and Forestry",6000,mid,1885.94,1772.29,1599.56,1445.00,1306.02
40380,49-1,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",7000,mid,324.78,265.44,175.29,94.66,22.19
40380,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,mid,887.68,725.50,479.11,258.73,60.65
40380,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,mid,2092.65,1710.33,1129.47,609.94,142.99
40380,51-1,First-Line Supervisors of Production and Operating Workers,Production,7700,mid,614.32,563.21,483.81,410.86,343.59
40380,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,mid,1590.72,1458.37,1252.77,1063.88,889.68
40380,51-3,Bakers,Production,7700,mid,688.29,631.02,542.06,460.33,384.96
40380,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,mid,1416.45,1298.60,1115.52,947.32,792.21
40380,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,mid,2658.01,2436.85,2093.31,1777.67,1486.61
40420,17-2,Mechanical Engineers,Architecture and Engineering,1300,mid,605.89,145.82,0.00,0.00,0.00
40420,21-1,Social and Human Service Assistants,Community and Social Service,2000,mid,800.61,668.74,471.43,298.20,145.24
40420,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,797.86,643.07,404.60,187.70,0.00
40420,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,mid,284.47,229.28,144.26,66.92,0.00
40420,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,mid,751.51,0.00,0.00,0.00,0.00
40420,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,mid,255.99,0.00,0.00,0.00,0.00
40420,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,mid,504.93,418.78,285.62,164.02,52.54
40420,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,mid,2099.74,2001.20,1848.13,1707.52,1577.87
40420,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,mid,2563.91,2443.58,2256.68,2084.98,1926.67
40420,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,mid,2574.00,2453.20,2265.56,2093.18,1934.25
40420,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,mid,622.49,541.44,415.64,300.20,193.85
40420,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,mid,1736.14,1510.09,1159.24,837.26,540.67
40580,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,409.68,349.18,255.95,171.16,93.71
40580,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,mid,155.97,0.00,0.00,0.00,0.00
40580,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,mid,101.76,0.00,0.00,0.00,0.00
40580,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,mid,435.41,382.80,301.48,227.22,159.14
40580,37-2,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Grounds Cleaning and Maintenance,4200,mid,75.05,0.00,0.00,0.00,0.00
40580,41-2,Retail Salespersons,Sales and Related,4700,mid,3.02,0.00,0.00,0.00,0.00
40580,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,mid,51.73,0.00,0.00,0.00,0.00
40580,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,mid,1108.83,1054.40,969.84,892.17,820.54
40580,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,mid,1294.62,1231.07,1132.35,1041.65,958.03
40580,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,mid,308.30,261.58,189.07,122.52,61.21
40580,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,mid,632.79,536.90,388.07,251.47,125.64
40900,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,mid,7505.23,6764.11,5596.97,4506.80,3485.49
40900,13-2,Accountants and Auditors,Business and Financial Operations,500,mid,2828.75,2549.42,2109.52,1698.63,1313.70
40900,15-1,Software Developers,Computer and Mathematical,1000,mid,10998.39,9287.66,6664.11,4290.90,2134.70
40900,15-2,Data Scientists,Computer and Mathematical,1000,mid,1246.31,1052.46,755.16,486.24,241.90
40900,19-1,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science",1600,mid,1422.42,1371.46,1291.19,1216.21,1145.97
40900,19-2,Chemists,"Life, Physical, and Social Science",1600,mid,2209.49,2130.32,2005.64,1889.17,1780.06
40900,19-3,Clinical and Counseling Psychologists,"Life, Physical, and Social Science",1600,mid,1650.18,1591.05,1497.93,1410.95,1329.46
40900,19-4,Biological Technicians,"Life, Physical, and Social Science",1600,mid,1659.13,1599.68,1506.06,1418.60,1336.67
40900,21-1,Social and Human Service Assistants,Community and Social Service,2000,mid,1284.94,260.88,0.00,0.00,0.00
40900,23-1,Lawyers,Legal,2100,mid,2742.01,2576.33,2315.42,2071.69,1843.36
40900,23-2,Paralegals and Legal Assistants,Legal,2100,mid,1383.30,1299.72,1168.09,1045.14,929.95
40900,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,mid,193.74,0.00,0.00,0.00,0.00
40900,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,637.44,0.00,0.00,0.00,0.00
40900,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,mid,411.05,0.00,0.00,0.00,0.00
40900,25-4,Librarians and Media Collections Specialists,"Education, Training, and Library",2200,mid,31.94,0.00,0.00,0.00,0.00
40900,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,mid,518.04,0.00,0.00,0.00,0.00
40900,33-1,First-Line Supervisors of Police and Detectives,Protective Service,3700,mid,127.26,59.86,0.00,0.00,0.00
40900,33-2,Firefighters,Protective Service,3700,mid,106.82,50.25,0.00,0.00,0.00
40900,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,mid,417.72,196.49,0.00,0.00,0.00
40900,33-9,Security Guards,Protective Service,3700,mid,642.33,302.15,0.00,0.00,0.00
40900,35-1,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving,4000,mid,304.68,153.13,0.00,0.00,0.00
40900,35-2,"Cooks, Restaurant",Food Preparation and Serving,4000,mid,901.19,452.93,0.00,0.00,0.00
40900,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,mid,1782.45,895.83,0.00,0.00,0.00
40900,35-9,Dining Room and Cafeteria Attendants and Bartender Helpers,Food Preparation and Serving,4000,mid,428.00,215.10,0.00,0.00,0.00
40900,39-1,First-Line Supervisors of Personal Service Workers,Personal Care and Service,4300,mid,1151.36,648.96,0.00,0.00,0.00
40900,39-2,Animal Caretakers,Personal Care and Service,4300,mid,998.80,562.97,0.00,0.00,0.00
40900,39-3,Amusement and Recreation Attendants,Personal Care and Service,4300,mid,3641.48,2052.53,0.00,0.00,0.00
40900,39-5,"Hairdressers, Hairstylists, and Cosmetologists",Personal Care and Service,4300,mid,2763.79,1557.82,0.00,0.00,0.00
40900,39-9,Childcare Workers,Personal Care and Service,4300,mid,4353.72,2453.98,0.00,0.00,0.00
40900,45-2,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farming, Fishing, and Forestry",6000,mid,2404.40,2205.26,1902.56,1631.66,1388.04
40980,17-2,Mechanical Engineers,Architecture and Engineering,1300,mid,70.70,0.00,0.00,0.00,0.00
40980,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,135.02,62.15,0.00,0.00,0.00
40980,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,mid,68.65,31.60,0.00,0.00,0.00
40980,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,mid,553.72,0.00,0.00,0.00,0.00
40980,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,mid,172.87,0.00,0.00,0.00,0.00
40980,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,mid,475.81,419.99,333.71,254.93,182.70
40980,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,mid,156.11,72.88,0.00,0.00,0.00
40980,37-2,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Grounds Cleaning and Maintenance,4200,mid,221.10,0.00,0.00,0.00,0.00
40980,51-2,Miscellaneous Assemblers and Fabricators,Production,7700,mid,1418.05,1332.93,1200.69,1079.19,967.15
40980,51-4,"Welders, Cutters, Solderers, and Brazers",Production,7700,mid,724.99,681.47,613.86,551.74,494.46
41060,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,418.97,373.73,304.05,240.68,182.80
41060,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,mid,109.14,0.00,0.00,0.00,0.00
41060,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,mid,922.50,873.36,797.42,728.10,664.56
41060,35-3,Fast Food and Counter Workers,Food Preparation and Serving,4000,mid,222.07,181.67,119.39,62.68,10.84
41060,43-4,Customer Service Representatives,Office and Administrative Support,5000,mid,42.35,0.00,0.00,0.00,0.00
41060,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,mid,209.09,171.68,113.61,60.31,11.20
41060,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,mid,234.29,192.37,127.30,67.57,12.55
41100,21-1,Social and Human Service Assistants,Community and Social Service,2000,mid,94.17,19.63,0.00,0.00,0.00
41100,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,28.19,0.00,0.00,0.00,0.00
41100,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,mid,12.34,0.00,0.00,0.00,0.00
41100,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,mid,311.79,264.69,191.90,125.42,64.47
41100,31-9,Medical Assistants,Healthcare Support,3600,mid,226.59,192.36,139.46,91.15,46.85
41100,47-2,Construction Laborers,Construction and Extraction,6200,mid,535.38,386.80,157.07,0.00,0.00
41140,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,mid,139.97,113.87,72.76,34.37,0.00
41140,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,170.97,123.16,49.50,0.00,0.00
41140,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,mid,497.12,135.26,0.00,0.00,0.00
41140,51-9,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,7700,mid,1185.05,1127.94,1039.24,957.76,882.62
41140,53-3,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,9000,mid,403.84,362.62,298.63,239.90,185.81
41140,53-7,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,9000,mid,823.35,739.30,608.84,489.11,378.82
41180,11-1,General and Operations Managers,Management,10,mid,1544.49,0.00,0.00,0.00,0.00
41180,11-2,Marketing Managers,Management,10,mid,258.61,0.00,0.00,0.00,0.00
41180,11-3,Financial Managers,Management,10,mid,747.96,0.00,0.00,0.00,0.00
41180,11-9,"Managers, All Other",Management,10,mid,774.54,0.00,0.00,0.00,0.00
41180,13-1,"Business Operations Specialists, All Other",Business and Financial Operations,500,mid,10650.40,9759.06,8355.33,7044.17,5815.84
41180,13-2,Accountants and Auditors,Business and Financial Operations,500,mid,4451.70,4079.13,3492.40,2944.35,2430.93
41180,15-1,Software Developers,Computer and Mathematical,1000,mid,15862.43,13839.09,10736.19,7929.41,5379.35
41180,15-2,Data Scientists,Computer and Mathematical,1000,mid,2273.00,1983.07,1538.44,1136.24,770.83
41180,17-1,"Architects, Except Landscape and Naval",Architecture and Engineering,1300,mid,46.35,0.00,0.00,0.00,0.00
41180,17-2,Mechanical Engineers,Architecture and Engineering,1300,mid,358.93,0.00,0.00,0.00,0.00
41180,17-3,Architectural and Civil Drafters,Architecture and Engineering,1300,mid,112.02,0.00,0.00,0.00,0.00
41180,19-1,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science",1600,mid,944.40,885.74,793.34,707.03,626.16
41180,19-2,Chemists,"Life, Physical, and Social Science",1600,mid,771.10,723.20,647.75,577.28,511.26
41180,19-3,Clinical and Counseling Psychologists,"Life, Physical, and Social Science",1600,mid,847.76,795.10,712.16,634.68,562.09
41180,19-4,Biological Technicians,"Life, Physical, and Social Science",1600,mid,803.94,754.00,675.34,601.87,533.03
41180,19-5,Occupational Health and Safety Specialists,"Life, Physical, and Social Science",1600,mid,619.75,581.25,520.61,463.97,410.91
41180,21-1,Social and Human Service Assistants,Community and Social Service,2000,mid,1986.81,803.95,0.00,0.00,0.00
41180,23-1,Lawyers,Legal,2100,mid,142.79,0.00,0.00,0.00,0.00
41180,23-2,Paralegals and Legal Assistants,Legal,2100,mid,95.36,0.00,0.00,0.00,0.00
41180,25-1,"Postsecondary Teachers, All Other","Education, Training, and Library",2200,mid,1420.71,981.70,305.40,0.00,0.00
41180,25-2,"Elementary School Teachers, Except Special Education","Education, Training, and Library",2200,mid,4134.46,2856.88,888.77,0.00,0.00
41180,25-3,Self-Enrichment Teachers,"Education, Training, and Library",2200,mid,1195.90,826.36,257.08,0.00,0.00
41180,25-4,Librarians and Media Collections Specialists,"Education, Training, and Library",2200,mid,332.59,229.81,71.49,0.00,0.00
41180,25-9,"Teaching Assistants, Except Postsecondary","Education, Training, and Library",2200,mid,1281.41,885.45,275.46,0.00,0.00
41180,29-1,Registered Nurses,Healthcare Practitioners and Technical,3000,mid,13258.46,2601.10,0.00,0.00,0.00
41180,29-2,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,3000,mid,7051.60,1383.41,0.00,0.00,0.00
41180,31-1,Home Health and Personal Care Aides,Healthcare Support,3600,mid,6698.36,5916.71,4708.66,3605.61,2594.41
41180,31-9,Medical Assistants,Healthcare Support,3600,mid,1537.89,1358.43,1081.07,827.82,595.66
41180,33-1,First-Line Supervisors of Police and Detectives,Protective Service,3700,mid,44.13,0.00,0.00,0.00,0.00
41180,33-2,Firefighters,Protective Service,3700,mid,39.10,0.00,0.00,0.00,0.00
41180,33-3,Police and Sheriff's Patrol Officers,Protective Service,3700,mid,111.91,0.00,0.00,0.00,0.00
41180,33-9,Security Guards,Protective Service,3700,mid,185.36,0.00,0.00,0.00,0.00
41180,37-1,First-Line Supervisors of Housekeeping and Janitorial Workers,Building and Grounds Cleaning and Maintenance,4200,mid,26.36,0.00,0.00,0.00,0.00
41180,37-2,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Grounds Cleaning and Maintenance,4200,mid,326.10,0.00,0.00,0.00,0.00
41180,37-3,Landscaping and Groundskeeping Workers,Building and Grounds Cleaning and Maintenance,4200,mid,118.55,0.00,0.00,0.00,0.00
41180,47-1,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction,6200,mid,655.10,472.50,190.21,0.00,0.00
41180,47-2,Construction Laborers,Construction and Extraction,6200,mid,5267.72,3799.43,1529.54,0.00,0.00
41180,47-4,Construction and Building Inspectors,Construction and Extraction,6200,mid,465.18,335.52,135.07,0.00,0.00
41180,49-1,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",7000,mid,402.73,256.10,33.29,0.00,0.00
41180,49-2,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair",7000,mid,419.93,267.03,34.71,0.00,0.00
41180,49-3,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",7000,mid,1465.59,931.96,121.15,0.00,0.00
41180,49-9,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",7000,mid,2352.93,1496.22,194.50,0.00,0.00
