state_abbr,occ_group,occ_group_code,demand_scenario,w_current,w_equilibrium,pct_change,supply_eq,demand_eq
KY,Architecture and Engineering,1300,mid,81913.20054123792,83541.92694859927,1.9883564512186176,12000.309156565289,12000.349959605504
KY,"Arts, Design, Entertainment, Sports, Media",2600,high,48125.82335292222,43391.86706929779,-9.83662398647977,10300.954464215733,10301.461624264626
KY,"Arts, Design, Entertainment, Sports, Media",2600,low,48125.82335292222,42706.91866634479,-11.2598690454371,10277.918951623671,10277.991272648853
KY,"Arts, Design, Entertainment, Sports, Media",2600,mid,48125.82335292222,43068.28720196409,-10.5089862335852,10290.0649788736,10290.360144626571
KY,Building and Grounds Cleaning and Maintenance,4200,high,30276.166945840312,29958.95918200826,-1.047714409817763,16491.351353579947,16491.458379447828
KY,Building and Grounds Cleaning and Maintenance,4200,low,30276.166945840312,29835.974745595733,-1.4539231502852368,16580.034482196636,16580.099986136738
KY,Building and Grounds Cleaning and Maintenance,4200,mid,30276.166945840312,29901.111026703813,-1.2387827026037346,16532.97142110433,16533.065364182607
KY,Business and Financial Operations,500,high,73337.02172633381,79969.7209379832,9.044134947830486,31055.74248598225,31069.942141993703
KY,Business and Financial Operations,500,low,73337.02172633381,77635.57349604345,5.861366699278048,30800.763622085324,30808.88947737884
KY,Business and Financial Operations,500,mid,73337.02172633381,78863.41988784856,7.535618479486647,30935.4196181386,30947.340989792505
KY,Community and Social Service,2000,high,49396.15084033614,52823.481336426215,6.938456616120326,9572.302630978633,9572.490989755866
KY,Community and Social Service,2000,low,49396.15084033614,51826.0103407125,4.91912721748387,9542.726344424158,9542.817031406044
KY,Community and Social Service,2000,mid,49396.15084033614,52354.359441616085,5.988743152967134,9558.523753988084,9558.674244923384
KY,Computer and Mathematical,1000,high,79972.11172889701,79479.75007407626,-0.6156666920211398,20659.143597686183,20659.99017059876
KY,Computer and Mathematical,1000,low,79972.11172889701,77110.42649203699,-3.5783539723960867,20485.75055214793,20486.172538527153
KY,Computer and Mathematical,1000,mid,79972.11172889701,78363.86659568215,-2.0110074605341977,20578.171209131884,20578.854575584308
KY,Construction and Extraction,6200,high,48688.35632292951,49140.94029412836,0.9295527830043218,24818.626477407262,24820.283274033125
KY,Construction and Extraction,6200,low,48688.35632292951,48522.93464096844,-0.3397561438794543,24787.84144577828,24788.897793010736
KY,Construction and Extraction,6200,mid,48688.35632292951,48849.07707140925,0.3301009946068963,24803.98004907659,24805.461285487712
KY,"Education, Training, and Library",2200,high,47275.88022545797,45213.13113911677,-4.363216668846741,32328.56259375815,32330.02383458239
KY,"Education, Training, and Library",2200,low,47275.88022545797,44821.886855701414,-5.190793609877805,32366.68990453903,32367.386619357945
KY,"Education, Training, and Library",2200,mid,47275.88022545797,45028.450776090656,-4.753860612746622,32346.304955596643,32347.461335433163
KY,"Farming, Fishing, and Forestry",6000,high,43144.49186157844,41744.76948671028,-3.2442666826600464,1624.5528643149034,1624.6168053767926
KY,"Farming, Fishing, and Forestry",6000,low,43144.49186157844,41513.30504361669,-3.7807533420375825,1632.0804787796235,1632.1208925996264
KY,"Farming, Fishing, and Forestry",6000,mid,43144.49186157844,41635.63274253683,-3.4972230612485196,1628.081053694005,1628.138101365168
KY,Food Preparation and Serving,4000,high,22143.097393160027,21326.285659506837,-3.6887871608490785,24322.886950274908,24324.304305838457
KY,Food Preparation and Serving,4000,low,22143.09739316003,20983.967784576857,-5.234722080666221,24231.89969012397,24232.786689335364
KY,Food Preparation and Serving,4000,mid,22143.09739316003,21164.69679327752,-4.418535413138431,24280.048958804535,24281.30462964
KY,Healthcare Practitioners and Technical,3000,high,76828.7654849834,81799.49650970772,6.469882723412848,34020.747916673674,34020.90032184309
KY,Healthcare Practitioners and Technical,3000,low,76828.7654849834,81310.33450951395,5.833191508727928,34103.44748129935,34103.5219599549
KY,Healthcare Practitioners and Technical,3000,mid,76828.7654849834,81570.10325395477,6.171305420621508,34059.68901812359,34059.81143676408
KY,Healthcare Support,3600,high,29247.17082793008,30116.660044662072,2.9729002570794134,12521.33008163316,12522.154135758492
KY,Healthcare Support,3600,low,29247.17082793008,29008.797341880792,-0.8150309219709175,12302.778407883465,12303.27681786404
KY,Healthcare Support,3600,mid,29247.170827930084,29595.0597095578,1.189478748814553,12419.27334693942,12419.992248269036
KY,"Installation, Maintenance, and Repair",7000,high,56447.30337204109,61456.2742356846,8.87371152281565,17545.204865303127,17545.83828888256
KY,"Installation, Maintenance, and Repair",7000,low,56447.30337204109,60464.22602243784,7.116234807394489,17478.371947805765,17478.76306027548
KY,"Installation, Maintenance, and Repair",7000,mid,56447.30337204109,60988.677639466645,8.04533431383534,17513.878825821663,17514.437082541077
KY,Legal,2100,high,88893.72018018497,124339.9057093044,39.874791444514926,6953.898663332033,6967.67825603845
KY,Legal,2100,low,88893.72018018496,120867.9556374026,35.96905989805216,6912.195667616806,6922.652012372242
KY,Legal,2100,mid,88893.72018018497,122681.55230234684,38.00924525790452,6933.951108057812,6946.885912130687
KY,"Life, Physical, and Social Science",1600,high,67267.7995391705,42395.99409581272,-36.97431105781119,4777.6444402780135,4765.101743234771
KY,"Life, Physical, and Social Science",1600,low,67267.7995391705,40812.68640451867,-39.32804895639085,4734.396661990304,4722.016629938459
KY,"Life, Physical, and Social Science",1600,mid,67267.7995391705,41654.58090581317,-38.07649248054053,4757.6568686640985,4744.3449938847625
KY,Management,10,high,94272.08902681044,95452.23392212031,1.2518497335666838,65795.66096023591,65795.96279167826
KY,Management,10,low,94272.08902681044,94967.22858660288,0.7373757884952923,65995.92492682522,65996.07779489161
KY,Management,10,mid,94272.08902681044,95224.5293682003,1.0103099986667166,65889.76665508666,65890.01233360537
KY,Office and Administrative Support,5000,high,38656.68673317767,39074.02707774826,1.0796071258026447,64029.56240251493,64029.91413179096
KY,Office and Administrative Support,5000,low,38656.68673317767,39126.88358773915,1.2163402875340754,64528.6429352426,64528.84662204732
KY,Office and Administrative Support,5000,mid,38656.68673317767,39099.28821066176,1.1449545082305923,64263.956721952345,64264.258156658194
KY,Personal Care and Service,4300,high,29534.979433973847,28891.53511589039,-2.1785839381466037,19543.940211872305,19544.10876192039
KY,Personal Care and Service,4300,low,29534.979433973847,28719.84854469147,-2.7598830434421697,19609.605419340467,19609.70505256064
